id,desc
961,reliance-jio-infocomm-b115543
962,reliance-jio-infocomm-employee-not-interested-in-doing-jio-recharge-c2426035
963,reliance-jio-infocomm-b115543
964,reliance-jio-infocomm-unethical-business-practice-by-reliance-jio-infocomm-ltd-c2425557
965,reliance-jio-infocomm-b115543
966,reliance-jio-infocomm-wrong-plan-c2425547
967,reliance-jio-infocomm-b115543
968,reliance-jio-infocomm-refund-for-unwanted-plans-c2425378
969,reliance-jio-infocomm-b115543
970,jio-deactivation-of-my-wrong-recharge-of-rs-99-c2424417
971,reliance-jio-infocomm-b115543
972,reliance-jio-infocomm-reliance-jio-recharge-not-done-but-money-deducted-c2424235
973,reliance-jio-infocomm-b115543
974,reliance-jio-infocomm-recharge-failed-and-money-deducted-to-my-bank-account-c2423883
975,reliance-jio-infocomm-b115543
976,reliance-jio-infocomm-reliance-jio-recharge-amount-debited-but-not-reflected-c2423838
977,reliance-jio-infocomm-b115543
978,reliance-jio-infocomm-incoming-call-and-messages-are-not-coming-on-my-no-c2423321
979,reliance-jio-infocomm-b115543
980,reliance-jio-infocomm-money-got-deducted-but-no-recharge-of-399-i-got-c2422318
981,reliance-jio-infocomm-b115543
982,jio-fraud-by-jio-app-recharge-amount-eaten-by-jio-does-not-refunded-yet-c2422173
983,reliance-jio-infocomm-b115543
984,reliance-jio-infocomm-authorities-not-responding-my-call-for-noc-c2422127
985,reliance-jio-infocomm-b115543
986,reliance-jio-infocomm-jio-low-network-coverage-c2422044
987,reliance-jio-infocomm-b115543
988,reliance-jio-infocomm-jio-store-c2421493
989,reliance-jio-infocomm-b115543
990,reliance-jio-infocomm-complaint-against-jio-harassing-and-forcing-to-use-only-jio-app-for-recharge-c2421227
991,reliance-jio-infocomm-b115543
992,reliance-jio-infocomm-wrong-recharge-payment-refund-c2420723
993,reliance-jio-infocomm-b115543
994,reliance-jio-infocomm-jio-data-is-automatically-getting-exhausted-c2420622
995,reliance-jio-infocomm-b115543
996,reliance-jio-infocomm-unhappy-about-service-c2420228
997,reliance-communications-b100118
998,reliance-communications-slow-internet-speed-c2419938
999,reliance-jio-infocomm-b115543
1000,jio-unsolicited-harassment-phone-and-whatsapp-calls-from-jio-numbers-c2419433
1001,reliance-jio-infocomm-b115543
1002,reliance-jio-infocomm-jio-worker-do-not-give-right-information-when-we-bought-mobile-phone-c2419346
1003,reliance-jio-infocomm-b115543
1004,reliance-jio-infocomm-non-providing-quality-network-of-jio-4g-services-c2419017
1005,reliance-jio-infocomm-b115543
1006,reliance-jio-infocomm-data-is-very-poor-c2417940
1007,reliance-jio-infocomm-b115543
1008,reliance-jio-infocomm-pathetic-network-c2417763
1009,reliance-jio-infocomm-b115543
1010,reliance-jio-infocomm-wrong-information-lead-to-wrong-recharge-c2417507
1011,reliance-jio-infocomm-b115543
1012,reliance-jio-infocomm-money-deducted-but-my-plan-was-not-activated-c2417382
1013,reliance-jio-infocomm-b115543
1014,reliance-jio-infocomm-very-bad-internet-speed-not-even-2g-c2416921
1015,reliance-jio-infocomm-b115543
1016,reliance-jio-infocomm-deactivate-my-plan-without-notification-c2416494
1017,reliance-jio-infocomm-b115543
1018,reliance-jio-infocomm-jio-phone-has-speaker-not-working-properly-c2416303
1019,reliance-jio-infocomm-b115543
1020,reliance-jio-infocomm-i-have-recharged-twice-on-same-number-c2416238
1021,reliance-jio-infocomm-b115543
1022,reliance-jio-infocomm-slow-internet-speed-in-law-gardenahmedabad-c2415897
1023,reliance-jio-infocomm-b115543
1024,reliance-jio-infocomm-utter-negligence-and-poor-service-c2415704
1025,reliance-jio-infocomm-b115543
1026,reliance-jio-infocomm-network-speed-issue-c2415682
1027,reliance-jio-infocomm-b115543
1028,reliance-jio-infocomm-poor-jio-network-or-internet-facility-c2410326
1029,reliance-jio-infocomm-b115543
1030,reliance-jio-infocomm-no-service-at-jio-digital-store-c2414714
1031,indiaideas-amount-debited-but-recharge-not-done-c2414484
1032,reliance-jio-infocomm-b115543
1033,reliance-jio-infocomm-data-plan-c2414439
1034,reliance-jio-infocomm-b115543
1035,reliance-jio-infocomm-networks-problem-c2414426
1036,reliance-jio-infocomm-b115543
1037,reliance-jio-slow-internet-speed-c2414388
1038,reliance-jio-infocomm-b115543
1039,reliance-jio-infocomm--c2413628
1040,reliance-jio-infocomm-b115543
1041,reliance-jio-infocomm-poor-network-and-slowest-data-speed-c2414103
1042,reliance-jio-infocomm-b115543
1043,reliance-jio-infocomm-im-complaining-about-4g-network-connection-c2414042
1044,reliance-jio-infocomm-b115543
1045,reliance-jio-infocomm-jio-giga-fiber-cancellation-and-refund-c2413546
1046,reliance-jio-infocomm-b115543
1047,reliance-jio-infocomm-paid-for-recharge-but-not-activate-c2413511
1048,reliance-jio-infocomm-b115543
1049,reliance-jio-infocomm-jio-block-outgoing-call-without-any-notice-and-forcing-to-make-another-recharge-c2413398
1050,billdesk-b100201
1051,billdesk-jio-recharge-through-billdesk-c2413139
1052,reliance-jio-infocomm-b115543
1053,reliance-jio-infocomm-regarding-postpaid-service-issue-c2412429
1054,reliance-jio-infocomm-b115543
1055,reliance-jio-infocomm-network-issues-with-in-my-society-c2412078
1056,reliance-jio-infocomm-b115543
1057,jio-complaint-for-continuously-called-and-speak-vulgarity-c2412068
1058,reliance-jio-infocomm-b115543
1059,reliance-jio-infocomm-network-loss-c2411387
1060,reliance-jio-infocomm-b115543
1061,reliance-jio-infocomm-internet-and-network-issue-c2410802
1062,airtel-gpay-recharged-twice-c2410611
1063,paytm-mobile-solutions-b100340
1064,paytm-mobile-solutions-randomly-rs-11195-was-from-my-account-registered-mobile-number-9820780350-c2410576
1065,reliance-jio-infocomm-b115543
1066,reliance-jio-infocomm-misbehave-by-advisors-on-198-c2410486
1067,reliance-jio-infocomm-b115543
1068,reliance-jio-infocomm-facing-network-problem-c2409917
1069,reliance-jio-infocomm-b115543
1070,reliance-jio-infocomm-very-very-low-net-speed-worst-data-speed-ever-c2409650
1071,reliance-jio-infocomm-b115543
1072,reliance-jio-infocomm-jio-giga-fiber-c2409613
1073,reliance-jio-infocomm-b115543
1074,reliance-jio-infocomm-poor-internet-in-my-area-c2409281
1075,reliance-jio-infocomm-b115543
1076,reliance-jio-infocomm-no-internet-service-c2408579
1077,reliance-jio-infocomm-b115543
1078,reliance-jio-infocomm-outgoing-calls-are-blocked-c2408465
1079,reliance-jio-infocomm-b115543
1080,reliance-jio-infocomm-im-not-getting-double-data-offer-though-im-eligible-for-this-c2407412
1081,reliance-jio-infocomm-b115543
1082,jio-connectivity-issue-and-call-drop-issue-and-voice-disconnect-issue-and-slow-speed-of-network-c2407377
1083,reliance-jio-infocomm-b115543
1084,reliance-jio-infocomm-outgoing-calls-barred-due-to-highly-misuse-calls-c2406910
1085,reliance-jio-infocomm-b115543
1086,jio-network-not-good-c2406474
1087,reliance-jio-infocomm-b115543
1088,reliance-jio-infocomm-bad-network-and-data-speed-c2406408
1089,reliance-jio-infocomm-b115543
1090,reliance-jio-infocomm-unheard-complaints-ujom-c2406356
1091,municipal-corporation-of-jaipur-b106183
1092,municipal-corporation-of-jaipur-dangerous-ditchdig-in-front-of-house-c2405863
1093,reliance-jio-infocomm-b115543
1094,jio-call-drops-c2405353
1095,reliance-jio-infocomm-b115543
1096,jio-done-a-fraud-recharge-c2405093
1097,reliance-jio-infocomm-b115543
1098,reliance-jio-infocomm-outgoing-calls-c2405076
1099,reliance-jio-infocomm-b115543
1100,reliance-jio-infocomm-slow-internet-access-and-network-problem-c2404961
1101,reliance-jio-infocomm-b115543
1102,reliance-jio-infocomm-internet-speed-like-2g-c2404334
1103,reliance-jio-infocomm-b115543
1104,reliance-jio-infocomm-jio-company-monopoly-c2404176
1105,airtel-b100013
1106,airtel-deteriorating-services-of-airtel-4g-and-airtel-dth-c2404101
1107,reliance-jio-infocomm-b115543
1108,jio-call-drop-issue-c2403891
1109,reliance-jio-infocomm-b115543
1110,reliance-jio-infocomm-internet-speed-is-very-slow-c2403187
1111,reliance-jio-infocomm-b115543
1112,reliance-jio-infocomm-outgoing-call-service-blocked-c2402771
1113,reliance-jio-infocomm-b115543
1114,reliance-jio-infocomm-payment-for-jio-recharge-was-successful-but-plan-was-not-activated-c2402131
1115,reliance-jio-infocomm-b115543
1116,reliance-jio-infocomm-net-speed-slow-regarding-c2401411
1117,reliance-jio-infocomm-b115543
1118,reliance-jio-infocomm-jio-gigafiber-connection-c2401153
1119,reliance-jio-infocomm-b115543
1120,reliance-jio-infocomm-security-deposit-not-refunded-c2401151
1121,reliance-jio-infocomm-b115543
1122,reliance-jio-infocomm-network-problem-no-network-at-all-c2400973
1123,reliance-jio-infocomm-b115543
1124,reliance-jio-infocomm-outgoing-calls-not-workingafter-the-recharge-c2400894
1125,reliance-jio-infocomm-b115543
1126,reliance-jio-infocomm-recharge-failed-but-money-deducted-c2400621
1127,reliance-jio-infocomm-b115543
1128,reliance-jio-infocomm-unnecessarily-discontinuing-outgoing-call-facility-c2400317
1129,reliance-jio-infocomm-b115543
1130,reliance-jio-infocomm-full-and-final-amount-c2399430
1131,reliance-jio-infocomm-b115543
1132,reliance-jio-infocomm-slow-service-c2398391
1133,reliance-jio-infocomm-b115543
1134,reliance-jio-sim-given-to-someone-else-c2397923
1135,reliance-jio-infocomm-b115543
1136,reliance-jio-network-issues-c2397606
1137,reliance-jio-infocomm-b115543
1138,jio-call-drop-c2397278
1139,reliance-jio-infocomm-b115543
1140,reliance-jio-jio-dealer-ship-c2396917
1141,reliance-jio-infocomm-b115543
1142,reliance-jio-infocomm-staff-using-abusing-language-with-customer-c2396720
1143,reliance-jio-infocomm-b115543
1144,reliance-jio-infocomm-fake-call-c2396606
1145,reliance-jio-infocomm-b115543
1146,reliance-jio-infocomm-payment-2050-account-transfer-successful-but-there-not-available-job-c2395972
1147,reliance-jio-infocomm-b115543
1148,reliance-jio-infocomm-misused-to-make-high-number-of-outgoing-calls-c2394440
1149,reliance-jio-infocomm-b115543
1150,reliance-jio-infocomm-refunded-amount-sr00000x5u3g-c2394410
1151,reliance-jio-infocomm-b115543
1152,reliance-jio-infocomm-my-jio-recharge-not-done-c2394206
1153,reliance-jio-infocomm-b115543
1154,reliance-jio-infocomm-i-had-recharge-my-jio-number-but-instead-it-shows-no-plans-in-myjio-app-c2394204
1155,reliance-jio-infocomm-b115543
1156,reliance-jio-infocomm-jio-mobile-network-c2393605
1157,reliance-jio-infocomm-b115543
1158,reliance-jio-infocomm-regarding-no-refund-on-wrong-prepaid-recharge-c2393581
1159,reliance-jio-infocomm-b115543
1160,reliance-jio-infocomm-network-problem-due-to-not-installation-of-jio-tower-in-our-area-c2393440
1161,reliance-jio-infocomm-b115543
1162,jio-misbehaving-in-shop-c2393425
1163,reliance-jio-infocomm-b115543
1164,reliance-jio-infocomm-deactivation-of-my-jio-number-6005049478-c2393329
1165,reliance-jio-infocomm-b115543
1166,reliance-jio-infocomm-jio-network-tower-in-residential-area-c2392708
1167,reliance-jio-infocomm-b115543
1168,jio-network-problem-in-dibrugarh-c2392485
1169,reliance-jio-infocomm-b115543
1170,reliance-jio-infocomm-overwrong-data-usage-c2392141
1171,billdesk-b100201
1172,billdesk-i-used-to-recharge-my-jio-number-using-google-pay-upi-money-is-deducted-more-than-once-but-recharge-is-not-done-c2392039
1173,reliance-jio-infocomm-b115543
1174,reliance-jio-amount-debited-but-recharge-not-done-c2391952
1175,central-board-of-secondary-education-cbse-b100498
1176,central-board-of-secondary-education-cbse-anees-school-kharar-mohali-punjab-cbse-affiliated-school-c2390888
1177,reliance-jio-infocomm-b115543
1178,reliance-jio-infocomm-no-network-in-rachaplli-village-ellanthakunta-mandal-karimnagar505475-c2390740
1179,reliance-jio-infocomm-b115543
1180,reliance-jio-infocomm-supervisor-job-fraud-c2390728
1181,reliance-jio-infocomm-b115543
1182,reliance-jio-infocomm-request-to-cancel-recharge-c2389536
1183,reliance-jio-infocomm-b115543
1184,reliance-jio-infocomm-jio-gigafiber-security-deposit-not-refunded-c2389007
1185,reliance-jio-infocomm-b115543
1186,reliance-jio-infocomm-network-issue-and-slow-internet-c2388966
1187,reliance-jio-infocomm-b115543
1188,reliance-jio-infocomm-recharge-successful-but-not-activated-yet-c2388621
1189,jaxtakart-b115392
1190,jaxtakart-no-action-on-my-earlier-complaint-against-jaxtakart-request-ban-the-company-for-fraud-c2388426
1191,reliance-jio-infocomm-b115543
1192,jio-recharge-money-looted-without-benefits-c2387154
1193,reliance-jio-infocomm-b115543
1194,reliance-jio-infocomm-i-have-done-mobile-recharge-on-wrong-number-c2387130
1195,reliance-jio-infocomm-b115543
1196,reliance-jio-infocomm-giga-fiber-internet-connection-refund-not-processed-c2386254
1197,reliance-jio-infocomm-b115543
1198,reliance-jio-infocomm-network-coverage-issue-c2386190
1199,reliance-jio-infocomm-b115543
1200,reliance-jio-infocomm-recharged-to-wrong-number-c2385177
1201,reliance-jio-infocomm-b115543
1202,reliance-jio-infocomm-jio-tower-installation-charge-c2385018
1203,reliance-jio-infocomm-b115543
1204,reliance-jio-infocomm-jio-recharge-successful-but-not-activated-also-the-complaint-number-is-not-working-c2384041
1205,reliance-jio-infocomm-b115543
1206,jio-fraud-marketing-about-4g-speed-and-not-allowing-me-to-port-to-different-carrier-c2383737
1207,reliance-jio-infocomm-b115543
1208,reliance-jio-for-job-c2383346
1209,tata-docomo-b100098
1210,tata-docomo-unable-to-port-prepaid-number-c2382887
1211,reliance-jio-infocomm-b115543
1212,reliance-jio-infocomm-unwanted-call-blackmail-c2382859
1213,reliance-jio-infocomm-b115543
1214,reliance-jio-infocomm-security-deposit-is-not-being-refunded-c2381638
1215,airtel-b100013
1216,airtel-4g-4g-network-very-slow-c2381463
1217,reliance-jio-infocomm-b115543
1218,reliance-jio-infocomm-network-issue-data-issue-call-not-connecting-c2381303
1219,reliance-jio-infocomm-b115543
1220,reliance-jio-infocomm-my-jio-recharge-was-successful-but-not-activated-c2381268
1221,reliance-jio-infocomm-b115543
1222,reliance-jio-infocomm-regarding-stopping-outgoing-calls-by-citing-foolish-reasons-c2380647
1223,reliance-jio-infocomm-b115543
1224,reliance-jio-infocomm-recharge-cancelation-c2380471
1225,reliance-jio-infocomm-b115543
1226,reliance-jio-infocomm-removal-of-jio-mobile-tower-in-midst-of-residential-area-c2380474
1227,reliance-jio-infocomm-b115543
1228,reliance-jio-infocomm-my-outgoing-calls-have-been-stopped-c2380026
1229,reliance-digital-b104202
1230,reliance-digital-my-pf-amount-was-not-not-received-c2379960
1231,reliance-jio-infocomm-b115543
1232,reliance-jio-infocomm-my-jio-outgoing-calls-are-disconnected-c2379863
1233,reliance-jio-infocomm-b115543
1234,reliance-jio-infocomm-outgoing-service-of-my-number-8920666719-is-discontinued-c2379609
1235,reliance-jio-infocomm-b115543
1236,jio-recharge-not-done-but-money-deducted-by-indiaideasicici-c2379330
1237,reliance-jio-infocomm-b115543
1238,reliance-jio-infocomm-recharge-successful-but-not-activated-plan-c2379132
1239,reliance-jio-infocomm-b115543
1240,reliance-jio-infocomm-the-basic-calling-service-as-well-as-the-internet-facility-service-is-worst-c2378579
1241,reliance-jio-infocomm-b115543
1242,reliance-jio-infocomm-7232017910-got-this-number-for-juice-company-for-job-c2378334
1243,reliance-jio-infocomm-b115543
1244,reliance-jio-infocomm-removal-of-jio-tower-in-residential-area-c2378052
1245,reliance-jio-infocomm-b115543
1246,reliance-jio-infocomm-jio-giga-fiber-security-deposit-not-being-refunded-c2377625
1247,reliance-jio-infocomm-b115543
1248,reliance-jio-infocomm-termination-of-outgoing-calls-c2376813
1249,reliance-jio-infocomm-b115543
1250,reliance-jio-infocomm-not-refunding-the-money-taken-as-deposit-even-after-3-4-months-c2375652
1251,reliance-jio-infocomm-b115543
1252,jio-unwanted-phone-calls-c2375645
1253,reliance-jio-infocomm-b115543
1254,reliance-jio-infocomm-refund-my-deposit-money-rs-4500-c2374841
1255,reliance-jio-infocomm-b115543
1256,reliance-jio-infocomm-internet-connection-c2373486
1257,reliance-jio-infocomm-b115543
1258,reliance-jio-infocomm-reliance-jio-fibernet-no-refund-of-security-deposit-c2373459
1259,reliance-jio-infocomm-b115543
1260,reliance-jio-infocomm-remove-mobile-tower-c2372330
1261,reliance-jio-infocomm-b115543
1262,reliance-jio-infocomm-recharge-done-money-debited-from-account-but-not-reflecting-on-the-app-c2372316
1263,reliance-jio-infocomm-b115543
1264,reliance-jio-infocomm-refund-for-unsuccessful-recharge-c2372202
1265,monsterindiacom-b104678
1266,monsterindiacom-taken-money-for-job-1999rs-now-asking-for-more-4500rs-around-c2371988
1267,reliance-jio-infocomm-b115543
1268,reliance-jio-infocomm-my-no-8787227326-recharge-successful-but-not-activated-plane-c2371678
1269,reliance-jio-infocomm-b115543
1270,reliance-jio-infocomm-person-was-using-vulgar-content-c2371654
1271,trai-b106104
1272,trai-im-complaining-above-the-jio-prepaid-for-call-dropping-c2371190
1273,reliance-jio-infocomm-b115543
1274,reliance-jio-infocomm-recharge-successful-but-amount-deducted-c2371103
1275,reliance-jio-infocomm-b115543
1276,reliance-jio-infocomm-jio-speed-c2370940
1277,reliance-jio-infocomm-b115543
1278,jio-recharge-not-done-through-ideasicici-but-the-amount-was-debited-c2370584
1279,reliance-jio-infocomm-b115543
1280,reliance-jio-infocomm-employee-working-as-fake-documents-c2370580
1281,reliance-jio-infocomm-b115543
1282,reliance-jio-infocomm-amount-deducted-but-recharge-is-not-done-c2370280
1283,reliance-jio-infocomm-b115543
1284,jio-no-internet-connection-c2370143
1285,reliance-jio-infocomm-b115543
1286,reliance-jio-infocomm-recharged-through-sbi-reward-but-till-today-reached-has-not-been-completed-c2369756
1287,reliance-jio-infocomm-b115543
1288,reliance-jio-infocomm-jio-recharge-not-done-despite-amount-is-debited-c2368503
1289,reliance-jio-infocomm-b115543
1290,jio-balance-is-deducted-but-recharge-is-not-done-payment-done-recharge-unsuccessful-c2368040
1291,reliance-jio-infocomm-b115543
1292,reliance-jio-infocomm-not-solving-my-problem-c2367452
1293,reliance-jio-infocomm-b115543
1294,jio-fraud-with-my-fancy-number-c2367360
1295,reliance-jio-infocomm-b115543
1296,reliance-jio-infocomm-recharge-successful-but-amount-deducted-from-account-c2367283
1297,reliance-jio-infocomm-b115543
1298,jio-recharge-is-not-done-c2367181
1299,reliance-jio-infocomm-b115543
1300,jio-upi-payment-c2366804
1301,reliance-jio-infocomm-b115543
1302,reliance-jio-infocomm-jio-gigafiber-complaint-c2366793
1303,reliance-jio-infocomm-b115543
1304,reliance-jio-infocomm-recharge-not-processed-through-amount-deducted-c2366460
1305,reliance-jio-infocomm-b115543
1306,reliance-jio-infocomm-not-a-4g-speed-c2366282
1307,reliance-jio-infocomm-b115543
1308,reliance-jio-low-network-c2365870
1309,reliance-jio-infocomm-b115543
1310,reliance-jio-infocomm-router-not-picked-up-since-two-and-a-half-months-c2364380
1311,reliance-jio-infocomm-b115543
1312,reliance-jio-infocomm-recharge-done-but-not-yet-received-any-confirmation-message-c2364324
1313,reliance-jio-infocomm-b115543
1314,reliance-jio-infocomm-no-internet-c2363494
1315,reliance-jio-infocomm-b115543
1316,reliance-jio-fraudulent-charge-c2363316
1317,reliance-jio-infocomm-b115543
1318,reliance-jio-infocomm-cancel-current-plan-to-recharge-new-plan-c2362717
1319,reliance-jio-infocomm-b115543
1320,jio-excessive-slow-internet-speed-in-my-locality-c2362496
1321,reserve-bank-of-india-rbi-b100182
1322,reserve-bank-of-india-rbi-pnb-balaghat-c2362395
1323,reliance-jio-infocomm-b115543
1324,jio-no-internet-connection-c2361846
1325,trai-b106104
1326,trai-independent-tv-dth-service-picture-voice-on-tv-set-are-sticking-c2361265
1327,reliance-jio-infocomm-b115543
1328,reliance-jio-infocomm-jio-gigafiber-c2360611
1329,reliance-jio-infocomm-b115543
1330,reliance-jio-infocomm-extremely-poor-network-coverage-c2359893
1331,reliance-jio-infocomm-b115543
1332,reliance-jio-infocomm-jio-fiber-order-number-no0000af6u96-has-taken-money-for-installation-and-did-not-install-at-my-home-from-past-10-days-c2359474
1333,state-bank-of-india-sbi-b100095
1334,state-bank-of-india-sbi-unresponsive-sbi-branch-manager-to-consumers-complaint-c2359368
1335,reliance-jio-infocomm-b115543
1336,reliance-jio-infocomm-jio-recharge-successful-but-it-told-not-recharged-c2359169
1337,reliance-jio-infocomm-b115543
1338,reliance-jio-infocomm-no-internet-connectivity-speed-as-mentioned-very-frequent-call-drops-c2359119
1339,reliance-jio-infocomm-b115543
1340,reliance-jio-infocomm-recharge-not-activated-though-debited-c2358697
1341,reliance-jio-infocomm-b115543
1342,reliance-jio-infocomm-low-network-issue-700079-c2358677
1343,reliance-jio-infocomm-b115543
1344,reliance-jio-infocomm-limited-not-getting-rent-from-reliance-jio-infocomm-from-1-year-c2357961
1345,reliance-jio-infocomm-b115543
1346,reliance-jio-infocomm-recharge-amount-deducted-but-recharge-has-not-been-done-c2357542
1347,reliance-jio-infocomm-b115543
1348,reliance-jio-infocomm-recharged-my-jio-number-but-not-activated-yet-c2357519
1349,reliance-jio-infocomm-b115543
1350,reliance-jio-infocomm-easy-recharge-c2355854
1351,reliance-jio-infocomm-b115543
1352,reliance-jio-infocomm-recharge-done-but-plan-not-activated-c2354987
1353,reliance-jio-infocomm-b115543
1354,reliance-jio-infocomm-jio-phone-not-getting-on-c2354056
1355,reliance-jio-infocomm-b115543
1356,reliance-jio-infocomm-refund-of-security-deposit-customer-id-no-299937540375-c2353979
1357,reliance-jio-infocomm-b115543
1358,reliance-jio-infocomm-i-am-complaining-about-my-jio-recharge-c2352854
1359,reliance-jio-infocomm-b115543
1360,jio-slow-internet-speed-and-poor-quality-voice-calls-c2352718
1361,reliance-jio-infocomm-b115543
1362,jio-speed-less-than-2g-but-takes-money-under-name-of-4g-c2352711
1363,reliance-jio-infocomm-b115543
1364,reliance-jio-infocomm-signal-too-weak-not-function-well-c2352303
1365,reliance-jio-infocomm-b115543
1366,jio-amount-successfully-deducted-from-phonepe-but-jio-number-not-yet-recharged-c2350651
1367,reliance-jio-infocomm-b115543
1368,reliance-jio-infocomm-network-issue-c2350121
1369,reliance-jio-infocomm-b115543
1370,reliance-jio-infocomm-non-refund-of-security-deposit-of-gigafibre-c2348864
1371,reliance-jio-infocomm-b115543
1372,reliance-jio-infocomm-stop-to-installation-of-mobile-tower-c2348470
1373,reliance-jio-infocomm-b115543
1374,reliance-jio-infocomm-reliance-jio-fake-jobs-c2348394
1375,reliance-jio-infocomm-b115543
1376,jio-transaction-was-successful-but-recharge-is-failed-c2348002
1377,reliance-jio-infocomm-b115543
1378,reliance-jio-infocomm-prepaid-network-service-c2346170
1379,reliance-jio-infocomm-b115543
1380,reliance-jio-infocomm-data-booster-pack-not-activated-c2345808
1381,reliance-jio-infocomm-b115543
1382,reliance-jio-infocomm-rs-1699-recharged-on2519-c2345753
1383,reliance-jio-infocomm-b115543
1384,jio-money-deducted-but-recharge-not-received-c2345207
1385,reliance-jio-infocomm-b115543
1386,reliance-jio-infocomm-regarding-refund-of-security-and-membership-fees-c2344693
1387,airtel-b100013
1388,airtel-postpaid-connection-service-barred-c2344044
1389,reliance-jio-infocomm-b115543
1390,relience-jio-in-my-absence-from-home-they-fixed-their-apparatus-which-is-an-illegal-activity-in-an-offence-c2343840
1391,reliance-jio-infocomm-b115543
1392,reliance-jio-infocomm-portability-not-done-c2343420
1393,reliance-jio-infocomm-b115543
1394,reliance-jio-facing-slow-internet-connection-c2342902
1395,reliance-jio-infocomm-b115543
1396,reliance-jio-infocomm-weak-network-service-c2342858
1397,reliance-jio-infocomm-b115543
1398,reliance-jio-infocomm-sim-network-issues-c2342169
1399,reliance-jio-infocomm-b115543
1400,reliance-jio-infocomm-low-internet-speed-poor-network-c2334259
1401,reliance-jio-infocomm-b115543
1402,reliance-jio-infocomm-fraud-my-jio-app-recharge-not-credited-c2341448
1403,reliance-jio-infocomm-b115543
1404,reliance-jio-infocomm-porting-out-of-reliance-jio-c2341390
1405,reliance-jio-infocomm-b115543
1406,reliance-jio-fraud-company-cheating-customers-indirectly-through-merchant-accounts-need-my-refund-asap-c2340997
1407,reliance-jio-infocomm-b115543
1408,reliance-jio-infocomm-recharged-for-399rs-but-not-able-to-make-calls-c2338684
1409,reliance-jio-infocomm-b115543
1410,reliance-jio-infocomm-someone-else-is-using-my-mobile-number-and-whatsapp-account-c2336412
1411,reliance-jio-infocomm-b115543
1412,reliance-jio-infocomm-illegal-installation-of-bio-mobile-tower-in-dense-residential-area-of-rajapuri-uttamnagar-c2335890
1413,reliance-jio-infocomm-b115543
1414,reliance-jio-infocomm-mobile-is-not-working-c2335886
1415,reliance-jio-infocomm-b115543
1416,jio-jio-recharge-not-yet-updated-since-4-hours-c2335275
1417,reliance-jio-infocomm-b115543
1418,reliance-jio-infocomm-jio-recharge-not-activated-c2333906
1419,reliance-jio-infocomm-b115543
1420,reliance-jio-recharge-done-but-not-activated-c2333012
1421,reliance-jio-infocomm-b115543
1422,reliance-jio-infocomm-job-opportunity-c2332707
1423,reliance-jio-infocomm-b115543
1424,reliance-jio-infocomm-im-complaint-for-distributor-of-jio-recharge-service-c2331385
1425,reliance-jio-infocomm-b115543
1426,reliance-jio-infocomm-i-am-complaining-about-deactivation-of-jio-numbers-c2330921
1427,google-india-tez-b115703
1428,tez-debited-amount-not-credited-in-my-account-c2330794
1429,reliance-jio-infocomm-b115543
1430,reliance-jio-infocomm-complaints-about-massage-charges-c2330713
1431,reliance-jio-infocomm-b115543
1432,jio-improper-behaviour-c2330596
1433,hr-solutions-srinagar-fraudulent-appointments-c2330360
1434,reliance-jio-infocomm-b115543
1435,reliance-jio-infocomm-amount-debited-from-account-but-not-recharged-c2330300
1436,reliance-jio-infocomm-b115543
1437,reliance-jio-infocomm-why-i-get-msg-from-jio-c2329990
1438,reliance-jio-infocomm-b115543
1439,reliance-jio-infocomm-slow-internet-speed-and-sometimes-network-issues-c2329456
1440,reliance-jio-infocomm-b115543
1441,jio-regarding-staff-misbehaviour-c2328967
1442,infinity-group-job-fraud-c2328464
1443,reliance-infocomm-b102788
1444,reliance-infocomm-complaint-regarding-job-c2327014
1445,reliance-jio-infocomm-b115543
1446,reliance-jio-infocomm-recharge-is-successful-but-not-activated-c2326223
1447,reliance-jio-infocomm-b115543
1448,reliance-jio-infocomm-recharge-of-jio-number-by-mistake-c2325294
1449,reliance-jio-infocomm-b115543
1450,reliance-jio-infocomm-data-fraud-c2325167
1451,reliance-jio-infocomm-b115543
1452,reliance-jio-infocomm-money-deducted-from-my-paytm-wallet-automatically-to-recharge-for-unknown-3-jio-numbers-c2324993
1453,paytm-mobile-solutions-b100340
1454,paytm-mobile-solutions-money-deducted-automatically-from-my-paytm-account-c2324988
1455,reliance-jio-infocomm-b115543
1456,reliance-jio-infocomm-money-deducted-for-jio-recharge-c2324858
1457,reliance-jio-infocomm-b115543
1458,jio-jio-net-down-c2324667
1459,reliance-jio-infocomm-b115543
1460,jio-regplan-c2324474
1461,reliance-jio-infocomm-b115543
1462,reliance-jio-infocomm-regplan-c2324469
1463,reliance-jio-infocomm-b115543
1464,jio-unsolicited-sms-c2324437
1465,reliance-jio-infocomm-b115543
1466,reliance-jio-infocomm-jio-connection-wrong-package-recharge-cancellation-c2324011
1467,billdesk-b100201
1468,billdesk-i-have-recharged-my-jio-number-with-349-rupees-c2323681
1469,ikya-human-capital-solutions-b102801
1470,ikya-human-capital-solutions-full-and-final-payment-not-received-c2323542
1471,reliance-jio-infocomm-b115543
1472,reliance-jio-infocomm-recharge-failed-but-the-money-deducted-c2323389
1473,reliance-jio-infocomm-b115543
1474,reliance-jio-infocomm-network-weakness-in-voice-and-data-using-c2323244
1475,reliance-jio-infocomm-b115543
1476,reliance-jio-infocomm-4g-internet-speed-related-complaint-c2322750
